order_detail_id,order_id,product_id,product_price,order_quantity,shipping_Address,city,postcode
99566855,27577476,77407910,37.76,3,Flat 3,Belfast,W89 8JJ
89402597,63687327,56518902,240.02,2,03 Dunn fords,Manchester,WC54 3UA
83379002,69119377,29041118,12.49,3,733 King oval,Liverpool,HA5A 1JX
10429315,85146771,94412162,24.35,4,704 Walker plaza,Birmingham,G8 7AF
55021575,68017216,91748358,56.08,4,Flat 11s,Birmingham,DD6 1FL
17902636,16595052,20593375,16.56,3,9 Hugh forge,Glasgow,JE84 0FW
69090378,22417782,98998293,20.86,1,Studio 66G,Liverpool,L5F 7FE
09905892,72312262,18703140,193.69,4,Studio 83,Bristol,M14 6AW
70798222,66714579,36999512,10.27,4,675 Kevin ways,Glasgow,LD6 0WY
33274573,57039372,66703700,47.69,4,79 Hughes neck,Glasgow,CT6 6BD
47900169,75611551,17572222,87.9,4,759 Skinner gateway,Bristol,G24 9GU
81482132,88182736,76983267,26.17,1,Flat 55,Newcastle,CW0N 4PQ
80266621,82649745,77407910,37.76,2,Studio 64V,Edinburgh,HA0H 3DJ
42965405,46424272,17647971,96.14,4,Studio 7,London,HA3 8LH
20413925,55177352,94412162,24.35,4,Studio 4,Belfast,G84 3DG
72201931,85483000,17149009,85.05,1,670 Evans well,Edinburgh,TD77 0AG
09038412,92749590,27643882,16.16,2,35 Wright wells,Cardiff,OL00 0DE
93513322,37582027,18703140,193.69,4,821 Doyle plains,Belfast,LE5H 4DU
71413064,33158884,33291478,406.19,3,57 Thomas falls,Manchester,G2 4SU
88100962,64907029,43240521,82.98,2,79 Bryant mountain,Birmingham,W8U 2WR
65100211,61491941,89839546,156.17,3,5 Griffiths ways,Glasgow,N2F 5EY
75762359,40518613,41418131,31.73,3,Studio 0,Glasgow,HS9B 1PP
97671596,37582027,44698588,63.92,1,821 Doyle plains,Belfast,LE5H 4DU
21786708,84786513,10435784,15.38,2,76 Weston street,Liverpool,S5 6ZW
28499494,51247381,96534941,484.88,4,Studio 51s,Bristol,SK96 2GG
22127113,49350080,60092402,513.41,3,1 Read shore,Newcastle,S5 4UH
37514420,47362229,98667995,70.48,1,Flat 92,Birmingham,N90 9UZ
20243580,47362229,11021272,990.6,4,Flat 92,Birmingham,N90 9UZ
11841268,70541202,40343883,40.54,1,Flat 4,London,N7D 3RJ
72311396,21002612,53345203,51.4,3,Flat 51,Edinburgh,EX6 4AA
72790526,00441599,45599673,88.82,3,3 Graeme vista,Cardiff,S4G 8GY
51260196,69546043,87951673,91.72,4,27 Luke spur,Belfast,W02 4EX
15862300,78421295,95635827,61.45,4,595 Elliott gardens,Edinburgh,GY5A 9GD
20943777,83229573,64610108,32.5,4,Flat 46A,Manchester,NG6 0BZ
76629024,06380631,17647971,96.14,2,Studio 44N,Birmingham,BS20 8PP
28262531,13653237,67690961,41.31,2,6 Terry vista,Glasgow,B7S 4BW
95690430,80407666,10688163,61.63,2,Flat 11,Liverpool,L6 0AN
44558237,82703762,18921675,67.05,3,Flat 44c,Bristol,SM80 4ES
37290429,28727156,45372526,20.36,2,73 Karen mountains,Newcastle,TS6 3QR
93521283,75826635,20593375,16.56,3,Studio 86,London,B66 9GF
09776041,50313348,33291478,406.19,4,Flat 93,Edinburgh,WF2 8XR
08063891,63334493,22906821,45.81,1,Flat 1,London,S60 7YX
10501320,15715192,82613014,115.06,3,Studio 00,Cardiff,NP5E 8JD
32580478,82595833,47833906,23.54,1,Flat 4,Liverpool,E3H 3RL
59711047,96437868,36102105,176.61,4,9 Jennings summit,Cardiff,W3S 0AD
46564762,69803092,87951673,91.72,1,Flat 93h,Belfast,SE6N 5EQ
50374710,04582921,81634392,618.02,4,Studio 95,Manchester,B5 0SA
39153875,64919393,53345203,51.4,4,Flat 58H,Birmingham,B92 2ZY
53085295,54947246,98998293,20.86,2,Studio 12T,Glasgow,BR55 6PN
30476862,56000085,38475943,754.68,1,2 Walton hill,Liverpool,M9S 5YW
51215803,84363209,35632473,77.52,3,1 Owen locks,Bristol,NN28 8JX
56529899,96284245,29041118,12.49,1,1 Kerr underpass,Newcastle,TQ4 2JN
86548751,49601124,20593375,16.56,1,35 Glover well,London,DG55 5JW
11879920,68179406,34416685,27.05,3,126 Hargreaves rue,Edinburgh,CM5E 9HB
69084470,13686925,12870571,69.17,2,75 Stephen ville,Cardiff,DN2B 8LS
18459781,43709607,64062315,832.06,3,431 Abigail hill,Belfast,S4H 6BY
68237623,90562552,48444593,48.53,3,Studio 4,Manchester,RG44 3SE
13113431,40221212,88649242,6.76,3,715 Roberts stravenue,Edinburgh,W92 5UD
29889265,60450401,51272377,720.07,3,Flat 39E,Belfast,N41 2EL
19101168,51247381,44698588,63.92,3,Studio 51s,Bristol,SK96 2GG
46271602,94154612,87951673,91.72,2,Flat 97l,Birmingham,E0 7QW
61722526,61926915,67842782,40.55,2,408 Davies rue,Glasgow,LD4 7ZN
79410366,84935806,76983267,26.17,3,014 Hill lodge,Liverpool,IP32 2ZH
26811837,33836817,02585942,48.36,4,626 Robinson expressway,Liverpool,SS7 8JN
84328583,72402507,07833503,63.69,4,336 Scott square,Bristol,HX5 9SY
11221848,68832251,43240521,82.98,3,277 Dawson forks,Bristol,B0 5YJ
18072945,36581301,67083715,25.61,3,89 Wilkins squares,Newcastle,PA3N 7YL
20276334,38173835,99003221,31.51,1,Flat 72w,Manchester,CO8M 6HJ
94384312,48193677,59536852,66.25,1,0 Johnson bypass,London,S6W 0ES
78388952,99449578,62201054,30.29,4,Flat 1,Edinburgh,IM8 9BX
44513091,04805413,40997649,73.39,1,34 Nathan key,Cardiff,M96 0AZ
84406225,05540831,33353748,28.68,4,Studio 5,Belfast,SO76 2QF
09756690,31950033,66703700,47.69,3,71 Ford freeway,Manchester,AB5 1QL
73070544,92280837,43240521,82.98,2,Studio 32,Birmingham,L18 6QN
66356714,25414824,97286897,98.36,3,47 Vaughan causeway,Glasgow,N03 2YL
55466623,41391087,29041118,12.49,4,0 Owen roads,Liverpool,WS5V 2YS
56513562,28928855,30632883,42.02,2,4 Williams inlet,Bristol,M1E 6RE
37223546,08288765,78666159,90.33,2,Studio 66N,Newcastle,DE00 0QY
46105019,03679503,11460278,14.22,4,Studio 4,London,M93 1QX
98092725,80766637,98751200,44.27,4,965 Nicholls road,Edinburgh,E1 9LE
29496195,75873177,83402982,31.38,2,418 Nicholas branch,Cardiff,M31 2AB
02935357,09368192,79999464,698.2,4,Flat 74,Belfast,SM6 8AS
31244562,74506627,44698588,63.92,4,Flat 89u,Birmingham,E6 8XP
35043103,06761466,56112656,27.12,2,0 Benson trail,Newcastle,N7F 8DL
64205641,32711765,44698588,63.92,2,14 Evans station,Manchester,L2 2DE
35901959,82649745,29041118,12.49,2,Studio 64V,Edinburgh,HA0H 3DJ
32759886,42825029,74049637,18.33,3,890 Hill meadow,Birmingham,E7 3TU
15021481,47861699,32596846,7.73,1,0 Daniel brooks,Glasgow,G1J 2UG
16611299,03164532,47952768,9.86,2,Studio 1,Newcastle,G4 5ZU
15055176,74090856,59536852,66.25,4,Flat 21,Liverpool,G7 3EP
65899361,14952991,25230208,897.03,2,22 Harrison burgs,Bristol,S1 4SQ
61543445,61786589,82394037,14.95,3,0 Cox port,Newcastle,S0 1JX
70846492,94440522,75941240,13.58,4,361 Lorraine path,Belfast,RG12 7ZD
57213395,02772585,66951063,794.28,2,221 Alice plain,Edinburgh,SM2 2GU
61005332,69829529,59536852,66.25,1,Studio 7,London,KW4Y 8BJ
62786315,75873177,45793289,31.37,2,418 Nicholas branch,Cardiff,M31 2AB
17070487,47790161,09985188,27.97,4,65 Curtis forks,Edinburgh,W4S 4EZ
22768198,99512381,85027780,25.72,2,Flat 76i,London,N2C 3PW
55957694,56506589,47724276,609.19,3,6 Julie knoll,Cardiff,E7E 5YH
94390171,64535260,41418131,31.73,1,46 Grace points,Belfast,TR3N 9AJ
30326033,89366076,25230208,897.03,2,Studio 38l,Manchester,SK4P 5TB
37653854,37292606,52282835,457.56,1,Flat 41i,Glasgow,L0 2PE
92719208,65388530,34280151,23.06,4,Flat 38n,Liverpool,L8E 7DF
66531080,14977194,82394037,14.95,3,97 Myers isle,Manchester,DH2 2TT
95518701,77532232,93397593,5.01,1,Flat 11,Birmingham,B39 5TY
50003792,03657457,91748358,56.08,2,45 Christian meadows,London,W86 6WS
99771352,19716746,71623970,70.26,1,8 Nicholls springs,Birmingham,W97 6ZJ
17817354,90282911,96392838,64.14,1,58 Maurice divide,Glasgow,E6 2FE
45192941,77379849,81758739,807.51,1,603 Ford cove,Birmingham,WN86 3YB
08262970,45847175,06424744,8.4,4,81 Simpson fall,Glasgow,M94 5DR
12120304,45371504,96392838,64.14,3,Flat 7,Cardiff,W8F 8DZ
42554554,64572549,27106420,76.09,3,Flat 65,Liverpool,N2 6BH
88763181,86853085,24978198,29.18,3,1 Walker loaf,Bristol,S2W 6BH
46602891,85146771,77032727,51.42,4,704 Walker plaza,Birmingham,G8 7AF
28292304,68117479,30330557,57.96,2,44 Bernard mountains,Newcastle,ZE1 3NF
23760353,67388895,66951063,794.28,4,469 Thomas gardens,London,WR29 8FR
22912461,46101647,97528382,510.82,3,Flat 4,Birmingham,BS06 6QF
13327400,86610402,47952768,9.86,2,40 Carolyn orchard,Edinburgh,TA2 2AB
83880252,16410023,77032727,51.42,3,Flat 78,Manchester,SO9B 6BD
60639892,91824113,57328235,27.85,2,Studio 1,Cardiff,SS98 5SZ
97936345,57822586,98667995,70.48,3,20 Tyler mews,Belfast,WR67 1US
27991195,94106795,60936185,89.37,4,720 Ashton prairie,Manchester,B29 1LF
66511636,80597334,33353748,28.68,4,Flat 2,Belfast,WN4 9HB
65600580,03657457,75941240,13.58,3,45 Christian meadows,London,W86 6WS
86430861,51049802,33748161,44.88,1,Flat 54G,Birmingham,L53 6AR
43354266,87443261,85584977,72.65,1,Studio 93m,Bristol,UB96 7ZX
41141875,69351327,82394037,14.95,3,Flat 2,Glasgow,WA3 4WH
55745090,75873177,98667995,70.48,3,418 Nicholas branch,Cardiff,M31 2AB
25747953,40312436,37992704,22.39,1,8 Evans plaza,Liverpool,N1B 6JL
81616704,46510186,87951673,91.72,4,930 Neil spur,Edinburgh,GY9 0GG
91769475,71159365,75286654,48.93,4,Flat 7,Birmingham,BH8V 0XF
70643961,46510186,86223680,131.7,2,930 Neil spur,Edinburgh,GY9 0GG
53838949,04757508,17572222,87.9,4,Flat 07,Glasgow,SR3N 9ND
09803706,58394731,00237287,74.25,4,3 Olivia road,Bristol,SL6H 0LY
10182059,62587519,95519209,43.64,4,7 O'Donnell oval,Newcastle,L3B 0BQ
67892706,77472818,38475943,754.68,3,Flat 08,London,E3 8SJ
44763125,22771952,17572222,87.9,2,Studio 7,Edinburgh,S4B 0DB
49858922,03315524,89571012,45.92,3,Studio 38,Cardiff,OL8 2DH
79972040,65057962,79999464,698.2,2,602 Elaine ford,Glasgow,HX01 7PH
10978648,15542111,36102105,176.61,3,683 Hawkins lodge,Belfast,DE38 7PJ
95144421,65524117,18921675,67.05,4,19 Norton plaza,Manchester,PR10 3HH
79562571,53125442,99003221,31.51,4,469 Freeman rapid,Belfast,ZE5N 6SU
73808968,79294424,44985813,92.63,1,2 Willis loaf,Birmingham,CR9X 8XX
98390329,68092251,44985813,92.63,1,Flat 92,Newcastle,CV3 0ER
96481610,03679503,94891449,75.72,2,Studio 4,London,M93 1QX
97111587,39490060,78814276,48.79,2,Studio 32,Glasgow,TA49 7TA
60726845,65388530,95776453,22.99,1,Flat 38n,Liverpool,L8E 7DF
69977435,37582027,62201054,30.29,3,821 Doyle plains,Belfast,LE5H 4DU
62495978,50711319,60198499,939.83,4,2 Clifford pike,Liverpool,L4W 8DN
10008926,93546119,77407910,37.76,1,Studio 00,Bristol,L7F 5NB
95704622,30221424,22895462,548.1,1,85 Austin vista,Newcastle,M0H 3WQ
61166084,56000085,87951673,91.72,4,2 Walton hill,Liverpool,M9S 5YW
66361190,78837907,35632473,77.52,2,716 Ellis inlet,London,WC52 5PT
16865491,59304408,61517154,984.92,1,19 Terence way,Newcastle,G95 2LA
74944645,86028899,18921675,67.05,2,998 Scott field,London,W31 8AL
11714081,72937322,95635827,61.45,4,Flat 02o,Newcastle,CB2 3ZQ
30667263,49757772,57644040,79.73,1,8 Chambers junctions,Edinburgh,N3S 3ZP
70705767,72981150,60092402,513.41,2,052 Carole courts,Cardiff,HA04 3RN
58671623,03315524,57644040,79.73,3,Studio 38,Cardiff,OL8 2DH
05046830,90702526,10627095,78.61,2,65 Debra lake,Belfast,TS0 9PZ
74835033,09058772,33353748,28.68,4,558 Wood station,Manchester,L8E 7UH
31616325,92015999,26952377,503.87,1,1 Stephanie drives,London,DH4 0HS
23494831,89004822,60425249,40.02,3,Flat 46,Birmingham,G3K 6GB
62561877,27640843,85027780,25.72,1,Flat 04j,Glasgow,BR9R 8SB
03527629,50255697,75941240,13.58,1,107 Sara freeway,London,TF33 0LY
14756755,80435684,95635827,61.45,3,334 Lindsey unions,Liverpool,SM7M 4TJ
40197296,90563002,41418131,31.73,4,Studio 77Z,Bristol,SM8B 2AY
09494925,20618287,32596846,7.73,2,14 Bradley drive,Newcastle,OL34 3EF
08119056,20753387,47952768,9.86,2,53 James forks,Bristol,N8 1JH
25474867,87807214,96673451,34.35,4,578 Lisa skyway,London,L08 6QL
54824305,87114413,47760546,156.25,2,Studio 05Z,Edinburgh,KA7 2HJ
67162755,84920578,78310150,544.52,1,Flat 52,Cardiff,W3H 5SR
23980294,65367548,89839546,156.17,1,824 Joyce shoal,Belfast,B0 4NB
11528631,98509050,41418131,31.73,3,Studio 46,Manchester,LA4P 0SN
08516971,60341662,18703140,193.69,3,Flat 01,Birmingham,EH6N 9SZ
50265901,48543657,19916146,79.8,3,Studio 78v,Glasgow,ST6 7SG
47822825,21827097,46295787,14.18,1,Studio 6,London,RM3 3SS
29592062,63480275,46277374,34.21,4,Studio 43,Liverpool,B4U 5BJ
96369809,89486900,10609692,115.04,2,Flat 99,Bristol,EH79 6XQ
91333482,03292724,86223680,131.7,4,Studio 94A,Edinburgh,DD80 6NL
70858008,20666044,47724276,609.19,3,4 Lloyd port,Newcastle,N5 7UU
50057826,67338040,66703700,47.69,4,73 Max station,London,M8 3NG
52787958,89004822,16221641,47.99,1,Flat 46,Birmingham,G3K 6GB
86619509,65057962,16221641,47.99,4,602 Elaine ford,Glasgow,HX01 7PH
64765658,64907029,40343883,40.54,3,79 Bryant mountain,Birmingham,W8U 2WR
25366913,18948450,04509355,472.87,4,9 Rosemary island,Cardiff,B5 7LU
59606946,28203432,62029885,38.51,1,Flat 6,Edinburgh,TA3W 5XS
15326147,77379849,29041118,12.49,1,603 Ford cove,Birmingham,WN86 3YB
85960029,71266599,81758739,807.51,2,25 Cooper underpass,Glasgow,BD22 2BQ
46097287,10619062,86223680,131.7,3,Studio 31,Bristol,L4 4JL
09045304,42624768,63970118,7.69,4,Flat 29,Cardiff,CH0N 0ST
60479081,00957676,25641215,5.44,4,192 O'Brien dale,Cardiff,TA8A 2JW
47088027,50920515,71623970,70.26,4,Studio 97u,Belfast,EN6 1WF
76048280,50848390,09985188,27.97,3,Studio 28,Manchester,M8K 4GB
02656721,23568438,21919926,55.97,1,8 Taylor inlet,Birmingham,BS9 1QP
67323665,39498128,09985188,27.97,3,2 Chapman viaduct,Liverpool,DE3 2YL
21545590,52384013,90716496,12.52,4,Studio 02L,Glasgow,SN7R 5FE
24015832,90631495,81547381,33.75,2,30 Helen fords,Liverpool,SR2 8BP
58144809,07808024,09985188,27.97,1,09 Lewis station,Bristol,N14 9BL
21364800,40518613,03657114,72.8,4,Studio 0,Glasgow,HS9B 1PP
06073421,85916120,27106420,76.09,1,785 Simon lake,Newcastle,G18 5ND
59099774,20807540,25641215,5.44,2,Flat 65,London,E8A 8BQ
90255305,93811481,82676134,62.93,2,Flat 10p,Edinburgh,HA8P 0XN
40626065,07948817,59905432,40.92,2,Studio 00z,Cardiff,BN73 8TX
30688908,36101119,10915900,13.81,2,Flat 41f,Manchester,M8H 4SS
92892437,79920881,45308851,79.57,3,Studio 10,Belfast,N7 1BN
03439300,22020680,73781933,16.72,1,Studio 64,Manchester,TR8B 0NU
92387939,89311696,50593588,13.45,2,Flat 0,Birmingham,SA6 1RE
76499468,67388895,69084621,87.27,3,469 Thomas gardens,London,WR29 8FR
68350557,64361992,56518902,240.02,3,Studio 83,Glasgow,ZE5P 9RZ
37792149,55137493,02144532,40.43,4,Studio 54,Liverpool,B2F 0PS
84416220,27157742,34142232,90.71,2,236 Connor brook,Bristol,N0S 0UR
36833956,63348791,87951673,91.72,3,Flat 31,Newcastle,IP5R 4QJ
53916671,06380631,20593375,16.56,2,Studio 44N,Birmingham,BS20 8PP
81854514,79544418,89553796,5.69,3,Studio 38B,London,S8 4TS
93501362,79222272,56419948,50.48,2,Studio 17P,Edinburgh,GU3 0RY
94853594,49382924,48444593,48.53,1,564 Albert groves,Cardiff,N8E 9WL
52667068,22417782,98999077,94.3,2,Studio 66G,Liverpool,L5F 7FE
27738583,09058772,41418131,31.73,4,558 Wood station,Manchester,L8E 7UH
82206432,26547998,56864779,717.73,2,Studio 39g,Belfast,RM8 8DT
73743763,33735097,82613014,115.06,4,Studio 4,Manchester,G6U 0GE
88612760,37088534,45308851,79.57,2,4 Oliver summit,Manchester,CV23 2HN
35197127,11137284,34142232,90.71,1,79 Robinson meadows,Birmingham,B0 3NB
39024398,77095721,80262685,54.48,2,Studio 4,Glasgow,CT41 0QF
32248254,82649745,67083715,25.61,3,Studio 64V,Edinburgh,HA0H 3DJ
74041662,92872865,82613014,115.06,2,028 Davies skyway,Belfast,PR4N 4QL
41495642,84735164,43240521,82.98,4,8 Evans burgs,Liverpool,N9B 1AX
39225542,72312262,59336907,532.66,1,Studio 83,Bristol,M14 6AW
19552103,68092251,45308851,79.57,3,Flat 92,Newcastle,CV3 0ER
55214361,61586140,59704374,46.13,1,Studio 3,Bristol,N93 9XT
45574599,30234579,76319599,50.92,2,Flat 82G,Newcastle,AB6 5DY
91054772,53008391,87053911,39.09,1,Studio 71O,London,L29 5GZ
79108137,18948450,73781933,16.72,2,9 Rosemary island,Cardiff,B5 7LU
17373187,88662517,67690961,41.31,2,08 Ashleigh wells,Cardiff,BD4 7LW
31878635,48831743,78814276,48.79,4,8 Ian street,London,E0 1TA
48572533,96538737,12847038,8.45,3,Flat 3,Birmingham,GY0V 4BF
88661411,88219887,79051123,573.47,3,62 Rachael flats,Edinburgh,LD34 2JP
68058158,57728048,25568240,36.07,1,Studio 3,Cardiff,E5 8YD
09579398,17114180,65471670,22.44,4,Studio 97c,Belfast,SR6 4DY
95292218,81438175,56112656,27.12,3,711 Anna walk,Manchester,KT0 4PJ
79397957,17986954,45308851,79.57,4,910 Samuel islands,Birmingham,E99 5QE
92084421,22607385,89267502,468.12,3,9 O'Sullivan squares,Glasgow,G6D 1EX
53571650,93240095,15278519,29.45,2,78 Holden rapid,Birmingham,KT9 0SU
24013935,72312262,32201138,20.67,4,Studio 83,Bristol,M14 6AW
78466002,87443261,91748358,56.08,1,Studio 93m,Bristol,UB96 7ZX
29534551,21701772,71623970,70.26,2,Studio 68,Liverpool,TD30 0ZU
00071891,04757508,15278519,29.45,2,Flat 07,Glasgow,SR3N 9ND
37912970,80755414,96673451,34.35,3,819 Sharon circle,Bristol,SG9X 8HR
59947606,58394731,61517154,984.92,4,3 Olivia road,Bristol,SL6H 0LY
34441222,11494282,81634392,618.02,2,266 Jones lodge,Newcastle,PH0X 8YE
74307212,57701306,41418131,31.73,3,08 Lynda river,Birmingham,DN6P 3YU
97200542,10176855,12847038,8.45,4,485 Pratt park,London,S7S 3UA
00455367,44238821,02585942,48.36,2,686 Dixon common,Bristol,TN45 7RP
11855124,93828163,74965952,39.92,4,7 Georgia shores,Edinburgh,L3U 1QY
67314101,78421295,43101626,30.74,2,595 Elliott gardens,Edinburgh,GY5A 9GD
49719371,01257448,89201396,38.92,3,171 Elizabeth extension,Cardiff,WC5 2SB
59570726,37368816,34500433,21.37,2,Studio 7,Belfast,TS89 9YG
78373939,36285884,63771881,24.4,3,1 Angela street,Manchester,IM8B 2QA
48379174,39879050,53345203,51.4,2,Studio 22,Belfast,L5 7FG
41293174,79415371,98667995,70.48,4,4 Clive circle,Birmingham,EX59 1EH
59055308,81274876,44459036,39.3,4,Flat 33Q,Belfast,N86 9SX
89661463,81581899,81758739,807.51,2,Studio 54F,Glasgow,EX2 5XH
30417514,05091675,40343883,40.54,4,Studio 8,Belfast,G71 6WG
25195581,39992076,11554449,84.62,1,Flat 6,Liverpool,W6 6WE
39410659,59314372,27106420,76.09,2,147 Lynda lake,Birmingham,HU44 6SN
59792181,29395284,81758739,807.51,2,Flat 33,Bristol,EX01 7YN
66571829,18369572,19689248,23.3,3,299 White overpass,Newcastle,S1J 3GU
52248962,29392100,58129062,130.51,3,655 Patrick hill,London,M8 1XQ
29451104,90519376,23988989,49.52,1,Studio 0,Edinburgh,S4J 0JL
86078409,66300330,29041118,12.49,3,80 Molly divide,Cardiff,ST9E 8PD
24978896,60603037,49117701,698.72,4,05 Heather lodge,Belfast,JE2 2AG
63253444,23048602,68674913,86.36,2,Flat 01U,Manchester,S59 7PA
99515632,13686925,68674913,86.36,4,75 Stephen ville,Cardiff,DN2B 8LS
59655768,46424272,33353748,28.68,3,Studio 7,London,HA3 8LH
46383076,46653527,81758739,807.51,3,86 Goddard lodge,Cardiff,G6 9SR
09341799,88228254,14529201,509.03,4,Flat 3,Birmingham,M1A 1EZ
94140971,31465457,11623983,42.77,3,Flat 00U,Birmingham,HS51 2JY
49316730,03130129,76319599,50.92,1,Studio 8,Newcastle,RH6 8ZT
07770279,71266599,40343883,40.54,4,25 Cooper underpass,Glasgow,BD22 2BQ
56662332,23480130,14529201,509.03,3,Flat 9,Glasgow,HD5 3TD
72911181,70823809,40343883,40.54,2,2 Jackson port,Liverpool,RM88 1PG
84254021,71159365,34416685,27.05,3,Flat 7,Birmingham,BH8V 0XF
55125136,37292606,86223680,131.7,4,Flat 41i,Glasgow,L0 2PE
80001551,09539398,20593375,16.56,3,5 Lawrence lake,Bristol,IP2W 7AP
89765351,24487193,09985188,27.97,4,4 Anne landing,Newcastle,S7H 1XD
38602584,22020680,85027780,25.72,2,Studio 64,Manchester,TR8B 0NU
92142420,57356108,59336907,532.66,1,Studio 12R,London,CF4 7NP
90657237,28203432,82394037,14.95,4,Flat 6,Edinburgh,TA3W 5XS
83788789,98153389,69894676,15.28,4,Studio 10,Edinburgh,DL2X 0GG
66257932,91163763,07879727,197.7,4,7 Shirley tunnel,Cardiff,EN3 7FJ
27126946,84843842,39537344,37.69,4,19 Colin pines,Newcastle,BN4A 3XQ
19192080,87764786,84242056,37.55,4,Flat 54,Belfast,HA7A 2GP
70184001,01202888,80262685,54.48,2,Flat 83k,Manchester,B9 8UN
98036912,47661988,40793538,84.39,2,Flat 83O,Birmingham,M9W 2DX
52875268,41854631,43240521,82.98,1,Flat 61,Edinburgh,CW25 1NL
45343306,74860955,36745877,24.36,2,8 Lewis stravenue,Glasgow,BH1 1ES
65379517,74506627,54293395,23.55,1,Flat 89u,Birmingham,E6 8XP
30011308,59314372,14878853,19.56,2,147 Lynda lake,Birmingham,HU44 6SN
94592295,04327307,54229921,17.04,4,Studio 87f,Liverpool,SA33 0BP
65141562,98201593,74965952,39.92,2,Studio 14U,Bristol,W0 3HB
55531529,16987091,34500433,21.37,4,78 Holly place,Newcastle,E30 0XE
16614884,02378140,25555768,34.68,2,1 Smith view,London,CV6 6NH
99387318,24372153,82394037,14.95,1,Flat 62W,Glasgow,W7K 4LQ
45754835,66300330,98496356,45.18,1,80 Molly divide,Cardiff,ST9E 8PD
36682254,05091675,95635827,61.45,2,Studio 8,Belfast,G71 6WG
66916022,77107235,47760546,156.25,3,Flat 58,London,KA8Y 4TJ
65633163,98069434,62029885,38.51,3,6 Coleman grove,London,NW99 1DA
00116130,10533089,17434305,259.08,1,5 Jenkins vista,Edinburgh,S0 3QY
92447259,56616257,32596846,7.73,2,691 Ellis grove,Cardiff,B7S 9SB
07513143,16899006,16221641,47.99,1,6 Price pike,Belfast,G6 7SJ
61207370,17159844,51950618,32.89,3,90 Hudson squares,Manchester,W2 9LN
94693958,01202888,90208496,17.86,4,Flat 83k,Manchester,B9 8UN
93244344,98201593,68388837,49.96,1,Studio 14U,Bristol,W0 3HB
19097819,01699543,57328235,27.85,3,Studio 4,Birmingham,S3 9BL
28044164,40243953,18842395,938.89,4,Studio 69v,Edinburgh,LL24 7AQ
23218328,64026298,25292977,22.12,1,Studio 4,Birmingham,M2 8LP
82294083,36223144,62029885,38.51,2,Studio 78C,Glasgow,M3C 0NR
79602857,24984944,22895462,548.1,3,65 Brenda rapids,Liverpool,SK1 9NP
07715843,45092308,62201054,30.29,4,Flat 02,Bristol,LD3 4PY
69047451,89366076,44698588,63.92,4,Studio 38l,Manchester,SK4P 5TB
37111215,87372548,89571012,45.92,4,Flat 06Q,Newcastle,G7H 3JX
55423665,96284245,48444593,48.53,2,1 Kerr underpass,Newcastle,TQ4 2JN
86318264,77831170,70526231,49.61,3,Studio 65g,London,WR3 0WY
03629277,91386564,81758739,807.51,3,Flat 62,Edinburgh,ML6X 7QG
18581313,75937186,44958566,87.74,2,46 Miles dale,Cardiff,BH1B 5NL
11703807,16216346,36745877,24.36,1,6 Turner cliff,Belfast,IV05 9QZ
67023817,87114413,35632473,77.52,3,Studio 05Z,Edinburgh,KA7 2HJ
80436960,30723800,56082116,69.06,2,50 Patel falls,London,HD8 3AN
20501695,33176213,98999077,94.3,4,Studio 1,Manchester,W5 1TR
93894985,84843842,49362178,94.04,2,19 Colin pines,Newcastle,BN4A 3XQ
79153713,06863842,60382259,90.44,3,Studio 6,Belfast,L4 3GP
40334906,69119377,17572222,87.9,4,733 King oval,Liverpool,HA5A 1JX
64102410,17986954,47760546,156.25,3,910 Samuel islands,Birmingham,E99 5QE
01310041,28517562,59336907,532.66,3,65 Brooks plaza,Birmingham,SL8R 4NJ
81805373,61031680,82613014,115.06,3,8 Mandy causeway,Newcastle,B1 8EZ
94033652,22731849,34416685,27.05,1,9 Lee place,Glasgow,G8 2RU
86991018,02378140,35632473,77.52,4,1 Smith view,London,CV6 6NH
32779057,03708290,89459842,92.57,1,Flat 04A,Liverpool,BD7Y 2SN
38977525,28042519,73480194,36.59,1,667 Amber road,Manchester,B1 4HS
42625188,60341662,44985813,92.63,4,Flat 01,Birmingham,EH6N 9SZ
97633561,17986954,81758739,807.51,3,910 Samuel islands,Birmingham,E99 5QE
72109713,92528428,48444593,48.53,4,Studio 25u,Bristol,G7U 4DN
48280257,85222025,95776453,22.99,3,Flat 08Z,Newcastle,B9C 1TJ
19646272,42987318,93679244,11.91,1,Flat 2,London,KA4 9AU
89272303,42550292,51950618,32.89,2,5 Jasmine knolls,London,B3 3FT
40063478,32972135,74049637,18.33,1,32 Lamb gardens,Edinburgh,TQ57 7YZ
13642530,80105707,96392838,64.14,1,Studio 39,Edinburgh,HS4B 1JA
87719789,22794243,56518902,240.02,4,31 Kim fords,Cardiff,LD55 9HN
76085380,29343642,76319599,50.92,2,29 Fletcher corner,Belfast,N5B 2NS
95275807,45040302,90716496,12.52,3,8 Summers crescent,Newcastle,EH36 6XX
99303187,98510546,68895358,99.03,1,739 James locks,Manchester,LD7 4XW
79695902,19756743,90332393,646.68,2,928 Richardson place,Birmingham,L0 2EN
11012651,99080704,14529201,509.03,4,602 Derek turnpike,Glasgow,WR5 7EB
33898950,12775863,54293395,23.55,3,84 Turner track,Liverpool,PE4 8BT
43857040,31999065,11554449,84.62,2,2 Talbot bypass,Bristol,L5J 3TJ
